L I	L III	L II(Calc.)
0.0189209	0.126038	0.144958
0.0183105	0.125427	0.143738
0.0167847	0.125427	0.142212
0.0146484	0.126343	0.140991
0.0128174	0.126343	0.13916
0.0131226	0.125122	0.138245
0.0140381	0.123291	0.137329
0.0149536	0.121765	0.136719
0.0158691	0.120239	0.136108
0.0170898	0.118713	0.135803
0.0177002	0.118713	0.136414
0.0180054	0.119934	0.137939
0.0186157	0.121765	0.140381
0.0198364	0.122986	0.142822
0.022583	0.123291	0.145874
0.0265503	0.122681	0.149231
0.0311279	0.12146	0.152588
0.0354004	0.121155	0.156555
0.0375366	0.121765	0.159302
0.038147	0.123596	0.161743
0.038147	0.125427	0.163574
0.0369263	0.127563	0.16449
0.0344849	0.131531	0.166016
0.0305176	0.136719	0.167236
0.0247192	0.143738	0.168457
0.0177002	0.151978	0.169678
0.00915527	0.161438	0.170593
-0.000610352	0.170593	0.169983
-0.00976563	0.178528	0.168762
-0.0180054	0.185242	0.167236
-0.0256348	0.191345	0.16571
-0.0335693	0.196838	0.163269
-0.0421143	0.202637	0.160522
-0.0521851	0.20874	0.156555
-0.062561	0.214233	0.151672
-0.0714111	0.218811	0.1474
-0.0769043	0.221558	0.144653
-0.0802612	0.222778	0.142517
-0.0820923	0.223389	0.141296
-0.0830078	0.223694	0.140686
-0.0817871	0.222168	0.140381
-0.0787354	0.219116	0.140381
-0.0738525	0.214539	0.140686
-0.0692749	0.209045	0.139771
-0.0656128	0.203857	0.138245
-0.0637817	0.200195	0.136414
-0.0656128	0.198669	0.133057
-0.0704956	0.198669	0.128174
-0.0769043	0.200195	0.123291
-0.0839233	0.202332	0.118408
-0.0906372	0.205078	0.114441
-0.0964355	0.20813	0.111694
-0.101318	0.210876	0.109558
-0.105591	0.214539	0.108948
-0.108948	0.217896	0.108948
-0.109253	0.219421	0.110168
-0.105896	0.218201	0.112305
-0.0994873	0.215149	0.115662
-0.0927734	0.211792	0.119019
-0.0872803	0.209351	0.12207
-0.0827026	0.20752	0.124817
-0.0796509	0.206909	0.127258
-0.078125	0.206909	0.128784
-0.078125	0.207214	0.129089
-0.0796509	0.207825	0.128174
-0.0823975	0.20874	0.126343
-0.0848389	0.209656	0.124817
-0.0869751	0.210571	0.123596
-0.0888062	0.211487	0.122681
-0.0897217	0.212097	0.122375
-0.0906372	0.213013	0.122375
-0.0921631	0.214233	0.12207
-0.0939941	0.216064	0.12207
-0.0946045	0.21759	0.122986
-0.0933838	0.218201	0.124817
-0.0912476	0.217896	0.126648
-0.0891113	0.216675	0.127563
-0.0878906	0.215759	0.127869
-0.0872803	0.214844	0.127563
-0.0863647	0.213623	0.127258
-0.0848389	0.211792	0.126953
-0.0827026	0.209045	0.126343
-0.0808716	0.205688	0.124817
-0.0796509	0.202637	0.122986
-0.0787354	0.2005	0.121765
-0.0784302	0.198669	0.120239
-0.0778198	0.197449	0.119629
-0.0778198	0.197754	0.119934
-0.078125	0.19928	0.121155
-0.078125	0.201416	0.123291
-0.078125	0.202942	0.124817
-0.078125	0.204468	0.126343
-0.0784302	0.206604	0.128174
-0.0793457	0.209045	0.1297
-0.0805664	0.211182	0.130615
-0.0830078	0.213623	0.130615
-0.0860596	0.21637	0.13031
-0.0897217	0.218811	0.129089
-0.0933838	0.220032	0.126648
-0.0967407	0.219727	0.122986
-0.0994873	0.219116	0.119629
-0.101318	0.218506	0.117188
-0.102234	0.217896	0.115662
-0.102234	0.216064	0.113831
-0.100403	0.213318	0.112915
-0.0970459	0.209961	0.112915
-0.0930786	0.206909	0.113831
-0.0888062	0.204468	0.115662
-0.0854492	0.203552	0.118103
-0.0830078	0.202942	0.119934
-0.0796509	0.202332	0.122681
-0.0756836	0.202026	0.126343
-0.072937	0.202026	0.129089
-0.0714111	0.202942	0.131531
-0.0701904	0.204163	0.133972
-0.0692749	0.205383	0.136108
-0.0689697	0.206604	0.137634
-0.0701904	0.208435	0.138245
-0.0717163	0.210571	0.138855
-0.0732422	0.212708	0.139465
-0.0750732	0.215454	0.140381
-0.0769043	0.218201	0.141296
-0.078125	0.220032	0.141907
-0.0790405	0.220032	0.140991
-0.0796509	0.218201	0.13855
-0.0808716	0.215454	0.134583
-0.0823975	0.212402	0.130005
-0.0836182	0.20874	0.125122
-0.083313	0.204163	0.12085
-0.0830078	0.198975	0.115967
-0.0839233	0.195313	0.111389
-0.085144	0.192261	0.107117
-0.0866699	0.190125	0.103455
-0.0888062	0.189209	0.100403
-0.0915527	0.189819	0.0982666
-0.0939941	0.19104	0.0970459
-0.0946045	0.192261	0.0976563
-0.0946045	0.193481	0.098877
-0.0952148	0.196228	0.101013
-0.0961304	0.198975	0.102844
-0.0961304	0.201111	0.10498
-0.0949097	0.202942	0.108032
-0.0921631	0.204163	0.112
-0.0891113	0.205078	0.115967
-0.0863647	0.206299	0.119934
-0.0842285	0.206604	0.122375
-0.0811768	0.205994	0.124817
-0.0775146	0.205383	0.127869
-0.0738525	0.204163	0.13031
-0.0704956	0.202332	0.131836
-0.0674438	0.200195	0.132751
-0.0646973	0.198059	0.133362
-0.0622559	0.196533	0.134277
-0.06073	0.195618	0.134888
-0.0598145	0.195923	0.136108
-0.0610352	0.197449	0.136414
-0.0631714	0.200195	0.137024
-0.0646973	0.202332	0.137634
-0.0650024	0.203247	0.138245
-0.0640869	0.202942	0.138855
-0.0622559	0.202026	0.139771
-0.0601196	0.201111	0.140991
-0.0579834	0.200806	0.142822
-0.0549316	0.19989	0.144958
-0.0515747	0.198975	0.1474
-0.0482178	0.198364	0.150146
-0.0457764	0.198669	0.152893
-0.0448608	0.201111	0.15625
-0.0454712	0.205994	0.160522
-0.0466919	0.213013	0.166321
-0.0482178	0.221558	0.17334
-0.0497437	0.231323	0.18158
-0.0500488	0.240784	0.190735
-0.0500488	0.250244	0.200195
-0.0500488	0.26062	0.210571
-0.0491333	0.270386	0.221252
-0.0463867	0.2771	0.230713
-0.0424194	0.281372	0.238953
-0.0387573	0.284729	0.245972
-0.0350952	0.288696	0.253601
-0.0317383	0.293274	0.261536
-0.0292969	0.299683	0.270386
-0.0280762	0.307922	0.279846
-0.0262451	0.318298	0.292053
-0.0234985	0.3302	0.306702
-0.0210571	0.343323	0.322266
-0.0198364	0.357056	0.337219
-0.0216675	0.372009	0.350342
-0.0262451	0.387573	0.361328
-0.0323486	0.401917	0.369568
-0.0378418	0.412903	0.375061
-0.0427246	0.419617	0.376892
-0.0463867	0.420532	0.374146
-0.0497437	0.417175	0.367432
-0.0534058	0.410767	0.357361
-0.0558472	0.401917	0.346069
-0.0561523	0.39093	0.334778
-0.0558472	0.378723	0.322876
-0.0540161	0.364685	0.310669
-0.0506592	0.347595	0.296936
-0.0460815	0.328369	0.282288
-0.0405884	0.307312	0.266724
-0.0344849	0.284424	0.249939
-0.0289917	0.262146	0.233154
-0.0253296	0.240784	0.215454
-0.0234985	0.221252	0.197754
-0.0219727	0.202942	0.180969
-0.0204468	0.186462	0.166016
-0.0189209	0.172424	0.153503
-0.0177002	0.162354	0.144653
-0.017395	0.155945	0.13855
-0.0183105	0.152588	0.134277
-0.0201416	0.151367	0.131226
-0.0219727	0.151062	0.129089
-0.0228882	0.151062	0.128174
-0.0228882	0.151367	0.128479
-0.0219727	0.151062	0.129089
-0.0198364	0.149231	0.129395
-0.0170898	0.144653	0.127563
-0.0143433	0.138245	0.123901
-0.0125122	0.129089	0.116577
-0.0100708	0.118713	0.108643
-0.00701904	0.106812	0.0997925
-0.00305176	0.0942993	0.0912476
0.00152588	0.0827026	0.0842285
0.00671387	0.0747681	0.0814819
0.0115967	0.0726318	0.0842285
0.0170898	0.0772095	0.0942993
0.0244141	0.0900269	0.114441
0.0335693	0.114136	0.147705
0.0436401	0.151367	0.195007
0.0527954	0.202942	0.255737
0.0604248	0.270081	0.330505
0.0653076	0.353088	0.418396
0.0683594	0.451965	0.520325
0.071106	0.562134	0.63324
0.0759888	0.674133	0.750122
0.0842285	0.779419	0.863647
0.0949097	0.872803	0.967712
0.106506	0.948792	1.0553
0.118408	1.00128	1.11969
0.128174	1.02448	1.15265
0.133362	1.01532	1.14868
0.132751	0.973206	1.10596
0.123901	0.900574	1.02448
0.106812	0.803528	0.910339
0.0830078	0.689697	0.772705
0.0561523	0.567627	0.623779
0.0271606	0.447388	0.474548
-0.00274658	0.336914	0.334167
-0.0305176	0.241699	0.211182
-0.0524902	0.16571	0.11322
-0.0656128	0.109863	0.0442505
-0.0671387	0.0723267	0.00518799
-0.0592041	0.0512695	-0.00793457
-0.0457764	0.0439453	-0.00183105
-0.0296021	0.0469971	0.017395
-0.0131226	0.0552368	0.0421143
0.000610352	0.065918	0.0665283
0.00976563	0.0756836	0.0854492
0.0152588	0.0830078	0.0982666
0.0158691	0.0881958	0.104065
0.0125122	0.0918579	0.10437
0.00701904	0.0927734	0.0997925
0.0012207	0.0918579	0.0930786
-0.00427246	0.090332	0.0860596
-0.00946045	0.0881958	0.0787354
-0.0131226	0.0863647	0.0732422
-0.0152588	0.0854492	0.0701904
-0.0152588	0.0848389	0.0695801
-0.0143433	0.0848389	0.0704956
-0.0143433	0.0857544	0.0714111
-0.0152588	0.0869751	0.0717163
-0.0152588	0.0866699	0.0714111
-0.0140381	0.085144	0.071106
-0.0119019	0.083313	0.0714111
-0.00976563	0.0817871	0.0720215
-0.00732422	0.0799561	0.0726318
-0.00427246	0.0775146	0.0732422
-0.000610352	0.0747681	0.0741577
0.00244141	0.0726318	0.0750732
0.00457764	0.0717163	0.0762939
0.00579834	0.0720215	0.0778198
0.00671387	0.072937	0.0796509
0.00732422	0.0741577	0.0814819
0.00732422	0.0759888	0.083313
0.00640869	0.0790405	0.0854492
0.00549316	0.0814819	0.0869751
0.00488281	0.0827026	0.0875854
0.00488281	0.083313	0.0881958
0.00488281	0.0839233	0.0888062
0.00671387	0.0836182	0.090332
0.00915527	0.0823975	0.0915527
0.0128174	0.0802612	0.0930786
0.0164795	0.078125	0.0946045
0.0198364	0.0765991	0.0964355
0.022583	0.0759888	0.0985718
0.0253296	0.0750732	0.100403
0.027771	0.0735474	0.101318
0.0308228	0.0723267	0.103149
0.0344849	0.0717163	0.106201
0.0378418	0.0714111	0.109253
0.0405884	0.071106	0.111694
0.0424194	0.071106	0.113525
0.0436401	0.0717163	0.115356
0.0442505	0.0723267	0.116577
0.0445557	0.072937	0.117493
0.0436401	0.0732422	0.116882
0.0411987	0.0741577	0.115356
0.0369263	0.0769043	0.113831
0.0320435	0.0808716	0.112915
0.027771	0.0845337	0.112305
0.0247192	0.0872803	0.112
0.0241089	0.0881958	0.112305
0.0256348	0.0878906	0.113525
0.0292969	0.0872803	0.116577
0.0338745	0.0860596	0.119934
0.0396729	0.0839233	0.123596
0.045166	0.0811768	0.126343
0.0506592	0.0778198	0.128479
0.0552368	0.0747681	0.130005
0.0576782	0.0720215	0.1297
0.0579834	0.0701904	0.128174
0.0567627	0.0698853	0.126648
0.0549316	0.0708008	0.125732
0.0515747	0.0726318	0.124207
0.0476074	0.0753784	0.122986
0.0442505	0.0787354	0.122986
0.0418091	0.0814819	0.123291
0.0405884	0.083313	0.123901
0.0415039	0.0836182	0.125122
0.045166	0.0820923	0.127258
0.0509644	0.0790405	0.130005
0.0570679	0.0750732	0.132141
0.062561	0.0717163	0.134277
0.0668335	0.0683594	0.135193
0.0708008	0.0656128	0.136414
0.0744629	0.0631714	0.137634
0.078125	0.0604248	0.13855
0.0811768	0.0579834	0.13916
0.083313	0.0567627	0.140076
0.0854492	0.0552368	0.140686
0.0878906	0.0537109	0.141602
0.0897217	0.0521851	0.141907
0.0915527	0.050354	0.141907
0.0930786	0.0485229	0.141602
0.0942993	0.0466919	0.140991
0.09552	0.045166	0.140686
0.0973511	0.0430298	0.140381
0.0985718	0.0405884	0.13916
0.0982666	0.0387573	0.137024
0.0973511	0.0366211	0.133972
0.0967407	0.03479	0.131531
0.0967407	0.0332642	0.130005
0.0973511	0.0317383	0.129089
0.0982666	0.0302124	0.128479
0.098877	0.0292969	0.128174
0.098877	0.0289917	0.127869
0.098877	0.0292969	0.128174
0.0982666	0.0314331	0.1297
0.0973511	0.0344849	0.131836
0.0973511	0.0378418	0.135193
0.0964355	0.0418091	0.138245
0.093689	0.0466919	0.140381
0.090332	0.0515747	0.141907
0.0881958	0.055542	0.143738
0.0866699	0.0595093	0.146179
0.0842285	0.0634766	0.147705
0.0787354	0.067749	0.146484
0.0708008	0.0723267	0.143127
0.0628662	0.0762939	0.13916
0.0561523	0.0790405	0.135193
0.0500488	0.0811768	0.131226
0.0424194	0.0839233	0.126343
0.0332642	0.0866699	0.119934
0.0247192	0.0891113	0.113831
0.0183105	0.0897217	0.108032
0.0146484	0.0888062	0.103455
0.0115967	0.0881958	0.0997925
0.00762939	0.088501	0.0961304
0.00335693	0.0894165	0.0927734
-0.000915527	0.0906372	0.0897217
-0.00518799	0.0912476	0.0860596
-0.00915527	0.0912476	0.0820923
-0.0125122	0.0912476	0.0787354
-0.0164795	0.0909424	0.0744629
-0.020752	0.090332	0.0695801
-0.0256348	0.0891113	0.0634766
-0.0299072	0.088501	0.0585938
-0.0332642	0.088501	0.0552368
-0.0354004	0.0891113	0.0537109
-0.0354004	0.0878906	0.0524902
-0.0332642	0.085144	0.0518799
-0.0311279	0.083313	0.0521851
-0.0299072	0.0827026	0.0527954
-0.0302124	0.083313	0.0531006
-0.0308228	0.0842285	0.0534058
-0.0311279	0.0845337	0.0534058
-0.0320435	0.0848389	0.0527954
-0.0332642	0.0848389	0.0515747
-0.0335693	0.0845337	0.0509644
-0.0338745	0.0839233	0.0500488
-0.0354004	0.0842285	0.0488281
-0.038147	0.0854492	0.0473022
-0.0411987	0.0869751	0.0457764
-0.0430298	0.0875854	0.0445557
-0.0436401	0.088501	0.0448608
-0.043335	0.0891113	0.0457764
-0.0421143	0.0897217	0.0476074
-0.0411987	0.090332	0.0491333
-0.0405884	0.0912476	0.0506592
-0.039978	0.0918579	0.0518799
-0.0387573	0.0921631	0.0534058
-0.0372314	0.0927734	0.055542
-0.0354004	0.0930786	0.0576782
-0.032959	0.0927734	0.0598145
-0.0296021	0.0918579	0.0622559
-0.0253296	0.0906372	0.0653076
-0.020752	0.0888062	0.0680542
-0.0164795	0.0872803	0.0708008
-0.0134277	0.0863647	0.072937
-0.0112915	0.0863647	0.0750732
-0.0100708	0.0869751	0.0769043
-0.00976563	0.0878906	0.078125
-0.010376	0.0894165	0.0790405
-0.0106812	0.0918579	0.0811768
-0.0115967	0.0949097	0.083313
-0.0137329	0.0982666	0.0845337
-0.0167847	0.100708	0.0839233
-0.0204468	0.102539	0.0820923
-0.0238037	0.103455	0.0796509
-0.0262451	0.103149	0.0769043
-0.027771	0.101318	0.0735474
-0.0286865	0.0985718	0.0698853
-0.0289917	0.09552	0.0665283
-0.0286865	0.0918579	0.0631714
-0.0268555	0.0869751	0.0601196
-0.0238037	0.0820923	0.0582886
-0.0204468	0.0790405	0.0585938
-0.0167847	0.0772095	0.0604248
-0.0131226	0.0769043	0.0637817
-0.00976563	0.0775146	0.067749
-0.00579834	0.0787354	0.072937
-0.00213623	0.0808716	0.0787354
0	0.0836182	0.0836182
0.000915527	0.0872803	0.0881958
-0.000305176	0.0915527	0.0912476
-0.00427246	0.0958252	0.0915527
-0.00976563	0.100098	0.090332
-0.0146484	0.102844	0.0881958
-0.0177002	0.102539	0.0848389
-0.0195313	0.100708	0.0811768
-0.022583	0.0982666	0.0756836
-0.0265503	0.0967407	0.0701904
-0.0305176	0.0952148	0.0646973
-0.032959	0.0933838	0.0604248
-0.032959	0.0906372	0.0576782
-0.0317383	0.0872803	0.055542
-0.0305176	0.0854492	0.0549316
-0.0296021	0.085144	0.055542
-0.0283813	0.0857544	0.057373
-0.0262451	0.0863647	0.0601196
-0.0228882	0.0860596	0.0631714
-0.0186157	0.0848389	0.0662231
-0.0149536	0.0830078	0.0680542
-0.0119019	0.0814819	0.0695801
-0.00976563	0.0805664	0.0708008
-0.00762939	0.0796509	0.0720215
-0.00518799	0.0784302	0.0732422
-0.00396729	0.0775146	0.0735474
-0.00427246	0.0772095	0.072937
-0.00549316	0.078125	0.0726318
-0.00823975	0.0802612	0.0720215
-0.0134277	0.0836182	0.0701904
-0.0204468	0.088501	0.0680542
-0.0268555	0.0927734	0.065918
-0.0317383	0.0952148	0.0634766
-0.0338745	0.0949097	0.0610352
-0.0335693	0.0924683	0.0588989
-0.0332642	0.0891113	0.0558472
-0.0326538	0.0860596	0.0534058
-0.0314331	0.0830078	0.0515747
-0.0286865	0.0799561	0.0512695
-0.0238037	0.0762939	0.0524902
-0.0180054	0.0723267	0.0543213
-0.0140381	0.0701904	0.0561523
-0.012207	0.0701904	0.0579834
-0.012207	0.0714111	0.0592041
-0.0131226	0.0726318	0.0595093
-0.0146484	0.0735474	0.0588989
-0.0180054	0.0744629	0.0564575
-0.0222778	0.0750732	0.0527954
-0.0253296	0.0744629	0.0491333
-0.0271606	0.0726318	0.0454712
-0.0271606	0.0701904	0.0430298
-0.0253296	0.0665283	0.0411987
-0.0222778	0.0622559	0.039978
-0.0192261	0.0588989	0.0396729
-0.0170898	0.0567627	0.0396729
-0.0152588	0.0558472	0.0405884
-0.0143433	0.0558472	0.0415039
-0.0140381	0.0567627	0.0427246
-0.0134277	0.0570679	0.0436401
-0.0128174	0.0570679	0.0442505
-0.0134277	0.057373	0.0439453
-0.0149536	0.0576782	0.0427246
-0.0161743	0.057373	0.0411987
-0.0161743	0.0564575	0.0402832
-0.0152588	0.0546265	0.0393677
-0.0134277	0.0527954	0.0393677
-0.0119019	0.0512695	0.0393677
-0.0109863	0.0497437	0.0387573
-0.00976563	0.0482178	0.0384521
-0.00915527	0.0479126	0.0387573
-0.00946045	0.0482178	0.0387573
-0.0112915	0.0491333	0.0378418
-0.0149536	0.0506592	0.0357056
-0.0198364	0.0534058	0.0335693
-0.0244141	0.0561523	0.0317383
-0.027771	0.0595093	0.0317383
-0.0296021	0.0637817	0.0341797
-0.0299072	0.0695801	0.0396729
-0.0286865	0.0756836	0.0469971
-0.0262451	0.0808716	0.0546265
-0.0241089	0.0863647	0.0622559
-0.0228882	0.0924683	0.0695801
-0.0219727	0.0994873	0.0775146
-0.0210571	0.106506	0.0854492
-0.0198364	0.112	0.0921631
-0.0195313	0.116577	0.0970459
-0.0198364	0.12085	0.101013
-0.0204468	0.125732	0.105286
-0.0216675	0.131226	0.109558
-0.0253296	0.138855	0.113525
-0.0308228	0.149231	0.118408
-0.0357056	0.161438	0.125732
-0.038147	0.17395	0.135803
-0.0384521	0.187073	0.148621
-0.0372314	0.19989	0.162659
-0.0344849	0.211487	0.177002
-0.0308228	0.221252	0.19043
-0.0262451	0.227966	0.201721
-0.0210571	0.231628	0.210571
-0.0164795	0.232239	0.215759
-0.012207	0.230103	0.217896
-0.00762939	0.224915	0.217285
-0.00396729	0.21698	0.213013
-0.00305176	0.20752	0.204468
-0.00488281	0.197449	0.192566
-0.00915527	0.187073	0.177917
-0.0146484	0.176086	0.161438
-0.020752	0.163879	0.143127
-0.0265503	0.149536	0.122986
-0.0323486	0.133667	0.101318
-0.0375366	0.116882	0.0793457
-0.0411987	0.0994873	0.0582886
-0.0436401	0.0817871	0.038147
-0.045166	0.0650024	0.0198364
-0.0463867	0.0488281	0.00244141
-0.0482178	0.0354004	-0.0128174
-0.0491333	0.0238037	-0.0253296
-0.0479126	0.0131226	-0.03479
-0.0445557	0.00427246	-0.0402832
-0.0411987	-0.00305176	-0.0442505
-0.038147	-0.00823975	-0.0463867
-0.03479	-0.0119019	-0.0466919
-0.0317383	-0.0149536	-0.0466919
-0.0289917	-0.0180054	-0.0469971
-0.0265503	-0.0213623	-0.0479126
-0.0241089	-0.0256348	-0.0497437
-0.0222778	-0.0308228	-0.0531006
-0.020752	-0.0378418	-0.0585938
-0.0195313	-0.0466919	-0.0662231
-0.0180054	-0.0582886	-0.0762939
-0.0146484	-0.0738525	-0.088501
-0.0100708	-0.0915527	-0.101624
-0.00518799	-0.108032	-0.11322
0.000305176	-0.12085	-0.120544
0.00732422	-0.127869	-0.120544
0.0161743	-0.126648	-0.110474
0.0265503	-0.115051	-0.088501
0.0375366	-0.0894165	-0.0518799
0.0469971	-0.0482178	-0.0012207
0.0546265	0.00946045	0.0640869
0.0613403	0.0845337	0.145874
0.0671387	0.177917	0.245056
0.0720215	0.286865	0.358887
0.0759888	0.404968	0.480957
0.0817871	0.523376	0.605164
0.090332	0.63385	0.724182
0.101318	0.731201	0.83252
0.112915	0.809326	0.922241
0.123596	0.860901	0.984497
0.131226	0.880737	1.01196
0.134583	0.865173	0.999756
0.131836	0.81543	0.947266
0.121765	0.735168	0.856934
0.104065	0.630188	0.734253
0.0793457	0.508423	0.587769
0.0491333	0.380554	0.429688
0.0161743	0.256348	0.272522
-0.0164795	0.143433	0.126953
-0.0448608	0.0473022	0.00244141
-0.0656128	-0.0283813	-0.0939941
-0.078125	-0.0814819	-0.159607
-0.0808716	-0.113525	-0.194397
-0.0747681	-0.127869	-0.202637
-0.062561	-0.129089	-0.19165
-0.0476074	-0.121765	-0.169373
-0.0326538	-0.110168	-0.142822
-0.0186157	-0.098877	-0.117493
-0.0088501	-0.0894165	-0.0982666
-0.00488281	-0.0823975	-0.0872803
-0.00732422	-0.078125	-0.0854492
-0.0131226	-0.0762939	-0.0894165
-0.0192261	-0.0772095	-0.0964355
-0.0250244	-0.0793457	-0.10437
-0.0311279	-0.0827026	-0.113831
-0.0363159	-0.0857544	-0.12207
-0.0393677	-0.0881958	-0.127563
-0.0390625	-0.0894165	-0.128479
-0.0369263	-0.090332	-0.127258
-0.0335693	-0.0915527	-0.125122
-0.0289917	-0.0930786	-0.12207
-0.0250244	-0.0949097	-0.119934
-0.0231934	-0.0961304	-0.119324
-0.0234985	-0.0961304	-0.119629
-0.0250244	-0.0958252	-0.12085
-0.0271606	-0.0952148	-0.122375
-0.0292969	-0.0952148	-0.124512
-0.0311279	-0.0952148	-0.126343
-0.032959	-0.0946045	-0.127563
-0.0354004	-0.093689	-0.129089
-0.0372314	-0.0927734	-0.130005
-0.0384521	-0.0918579	-0.13031
-0.0378418	-0.0912476	-0.129089
-0.0360107	-0.0915527	-0.127563
-0.0341797	-0.0921631	-0.126343
-0.0320435	-0.0927734	-0.124817
-0.0302124	-0.0930786	-0.123291
-0.0296021	-0.0927734	-0.122375
-0.0296021	-0.0915527	-0.121155
-0.0314331	-0.0897217	-0.121155
-0.0332642	-0.0881958	-0.12146
-0.0338745	-0.0878906	-0.121765
-0.0323486	-0.0894165	-0.121765
-0.0286865	-0.0912476	-0.119934
-0.0250244	-0.0933838	-0.118408
-0.0219727	-0.0949097	-0.116882
-0.0195313	-0.0967407	-0.116272
-0.0164795	-0.098877	-0.115356
-0.012207	-0.101013	-0.11322
-0.00823975	-0.102844	-0.111084
-0.00640869	-0.10376	-0.110168
-0.00671387	-0.103455	-0.110168
-0.00854492	-0.102539	-0.111084
-0.0109863	-0.101318	-0.112305
-0.0128174	-0.100098	-0.112915
-0.0134277	-0.0994873	-0.112915
-0.0137329	-0.0976563	-0.111389
-0.0143433	-0.0946045	-0.108948
-0.0152588	-0.0915527	-0.106812
-0.0143433	-0.0900269	-0.10437
-0.0131226	-0.0894165	-0.102539
-0.012207	-0.0881958	-0.100403
-0.0125122	-0.0863647	-0.098877
-0.0131226	-0.0839233	-0.0970459
-0.0137329	-0.0823975	-0.0961304
-0.0152588	-0.0811768	-0.0964355
-0.0183105	-0.0802612	-0.0985718
-0.0222778	-0.0802612	-0.102539
-0.0262451	-0.0805664	-0.106812
-0.0289917	-0.0817871	-0.110779
-0.0296021	-0.0827026	-0.112305
-0.0283813	-0.0842285	-0.11261
-0.0262451	-0.0854492	-0.111694
-0.0247192	-0.0866699	-0.111389
-0.022583	-0.0878906	-0.110474
-0.0189209	-0.0894165	-0.108337
-0.0125122	-0.0915527	-0.104065
-0.00549316	-0.093689	-0.0991821
0.000610352	-0.0952148	-0.0946045
0.00396729	-0.09552	-0.0915527
0.00518799	-0.0946045	-0.0894165
0.00518799	-0.0930786	-0.0878906
0.00518799	-0.0912476	-0.0860596
0.00549316	-0.0894165	-0.0839233
0.00549316	-0.0875854	-0.0820923
0.00640869	-0.0863647	-0.0799561
0.00854492	-0.0863647	-0.0778198
0.012207	-0.0866699	-0.0744629
0.0158691	-0.0869751	-0.071106
0.0198364	-0.0881958	-0.0683594
0.0244141	-0.0912476	-0.0668335
0.0299072	-0.09552	-0.0656128
0.0363159	-0.100708	-0.0643921
0.0421143	-0.106201	-0.0640869
0.0454712	-0.110779	-0.0653076
0.0469971	-0.114746	-0.067749
0.0469971	-0.118103	-0.071106
0.0457764	-0.119934	-0.0741577
0.0442505	-0.12146	-0.0772095
0.043335	-0.12207	-0.0787354
0.0427246	-0.121155	-0.0784302
0.0427246	-0.119019	-0.0762939
0.0436401	-0.116882	-0.0732422
0.0454712	-0.115356	-0.0698853
0.0476074	-0.115051	-0.0674438
0.0494385	-0.115662	-0.0662231
0.0518799	-0.117188	-0.0653076
0.0537109	-0.118713	-0.0650024
0.0549316	-0.119934	-0.0650024
0.0552368	-0.121155	-0.065918
0.0546265	-0.12207	-0.0674438
0.0527954	-0.122986	-0.0701904
0.0491333	-0.123596	-0.0744629
0.0454712	-0.122375	-0.0769043
0.0424194	-0.119324	-0.0769043
0.039978	-0.114746	-0.0747681
0.0369263	-0.109558	-0.0726318
0.0326538	-0.104065	-0.0714111
0.027771	-0.0985718	-0.0708008
0.022583	-0.0930786	-0.0704956
0.0167847	-0.0878906	-0.071106
0.00976563	-0.0823975	-0.0726318
0.00183105	-0.0772095	-0.0753784
-0.00640869	-0.0720215	-0.0784302
-0.0158691	-0.0665283	-0.0823975
-0.0268555	-0.0616455	-0.088501
-0.0369263	-0.057373	-0.0942993
-0.0445557	-0.0549316	-0.0994873
-0.0479126	-0.0552368	-0.103149
-0.0485229	-0.057373	-0.105896
-0.0485229	-0.0588989	-0.107422
-0.0497437	-0.0592041	-0.108948
-0.050354	-0.0598145	-0.110168
-0.0494385	-0.0619507	-0.111389
-0.0473022	-0.0643921	-0.111694
-0.0460815	-0.0656128	-0.111694
-0.0473022	-0.0653076	-0.11261
-0.0515747	-0.0643921	-0.115967
-0.0570679	-0.0640869	-0.121155
-0.062561	-0.0640869	-0.126648
-0.0680542	-0.0634766	-0.131531
-0.0735474	-0.0619507	-0.135498
-0.0772095	-0.0619507	-0.13916
-0.0787354	-0.0640869	-0.142822
-0.0790405	-0.0671387	-0.146179
-0.078125	-0.0701904	-0.148315
-0.0762939	-0.0726318	-0.148926
-0.0726318	-0.0744629	-0.147095
-0.0674438	-0.0769043	-0.144348
-0.0619507	-0.0793457	-0.141296
-0.0576782	-0.0808716	-0.13855
-0.0549316	-0.0811768	-0.136108
-0.0524902	-0.0811768	-0.133667
-0.0512695	-0.0814819	-0.132751
-0.0512695	-0.0811768	-0.132446
-0.0534058	-0.0796509	-0.133057
-0.0567627	-0.0772095	-0.133972
-0.06073	-0.0747681	-0.135498
-0.0637817	-0.0726318	-0.136414
-0.065918	-0.071106	-0.137024
-0.0674438	-0.0704956	-0.137939
-0.0689697	-0.0698853	-0.138855
-0.0704956	-0.0686646	-0.13916
-0.0723267	-0.0665283	-0.138855
-0.072937	-0.0653076	-0.138245
-0.0723267	-0.0650024	-0.137329
-0.0720215	-0.0656128	-0.137634
-0.0714111	-0.0668335	-0.138245
-0.071106	-0.067749	-0.138855
-0.0726318	-0.0680542	-0.140686
-0.0738525	-0.0680542	-0.141907
-0.0735474	-0.0686646	-0.142212
-0.0723267	-0.0698853	-0.142212
-0.0701904	-0.0714111	-0.141602
-0.0665283	-0.0726318	-0.13916
-0.0628662	-0.072937	-0.135803
-0.0595093	-0.072937	-0.132446
